"name","alias_of","tlb","doc_category","doc_opcode","doc_fift","doc_stack","doc_gas","doc_description","","",""
"DICTSETGET","","#F41A","dict_set","F41A","DICTSETGET","x k D n - D' y -1 or D' 0","","DICTSET`과 `DICTGET`을 결합: 키 `k`에 해당하는 값을 `x`로 설정하지만 해당 키와 연관된 이전 값 `y`가 있는 경우 이를 반환합니다.","","",""
"DICTSETGETREF","","#F41B","dict_set","F41B","DICTSETGETREF","c k D n - D' c' -1 or D' 0","","DICTSETREF`를 `DICTSETGET`과 유사하게 `DICTGETREF`와 결합합니다.","","",""
"DICTISETGET","","#F41C","dict_set","F41C","DICTISETGET","x i D n - D' y -1 or D' 0","","DICTISETGET`을 사용하되, `i`는 부호 있는 `n`비트 정수를 사용합니다.","","",""
"DICTISETGETREF","","#F41D","dict_set","F41D","DICTISETGETREF","c i D n - D' c' -1 or D' 0","","DICTISETGETREF`를 사용하되, `i`는 부호 있는 `n`비트 정수입니다.","","",""
"DICTUSETGET","","#F41E","dict_set","F41E","DICTUSETGET","x i D n - D' y -1 or D' 0","","`DICTISETGET`을 사용하되, `i`는 부호 없는 `n`비트 정수입니다.","","",""
"DICTUSETGETREF","","#F41F","dict_set","F41F","DICTUSETGETREF","c i D n - D' c' -1 or D' 0","","`DICTISETGETREF`를 사용하되, `i`는 부호 없는 `n`비트 정수입니다.","","",""
"DICTREPLACE","","#F422","dict_set","F422","DICTREPLACE","x k D n - D' -1 or D 0","","Replace_ 연산은 `DICTSET`과 유사하지만, `D`에 키 `k`가 이미 있는 경우에만 사전 `D`의 키 `k`의 값을 `x`로 설정합니다.","","",""
"DICTREPLACEREF","","#F423","dict_set","F423","DICTREPLACEREF","c k D n - D' -1 or D 0","","DICTSETREF`에 대응하는 _Replace_입니다.","","",""
"DICTIREPLACE","","#F424","dict_set","F424","DICTIREPLACE","x i D n - D' -1 or D 0","","DICTREPLACE`를 사용하되, `i`는 부호 있는 `n`비트 정수를 사용합니다.","","",""
"DICTIREPLACEREF","","#F425","dict_set","F425","DICTIREPLACEREF","c i D n - D' -1 or D 0","","'DICTREPLACEREF'를 사용하되, 'i'는 부호 있는 'n'비트 정수입니다.","","",""
"DICTUREPLACE","","#F426","dict_set","F426","DICTUREPLACE","x i D n - D' -1 or D 0","","DICTREPLACE`를 사용하되, `i`는 부호 없는 `n`비트 정수입니다.","","",""
"DICTUREPLACEREF","","#F427","dict_set","F427","DICTUREPLACEREF","c i D n - D' -1 or D 0","","`DICTREPLACEREF`를 사용하되 `i`는 부호 없는 `n`비트 정수입니다.","","",""
"DICTREPLACEGET","","#F42A","dict_set","F42A","DICTREPLACEGET","x k D n - D' y -1 or D 0","","DICTSETGET`: 의 _Replace_ 대응 항목은 성공 시 해당 키와 관련된 이전 값도 반환합니다.","","",""
"DICTREPLACEGETREF","","#F42B","dict_set","F42B","DICTREPLACEGETREF","c k D n - D' c' -1 or D 0","","DICTSETGETREF`에 대응하는 _Replace_입니다.","","",""
"DICTIREPLACEGET","","#F42C","dict_set","F42C","DICTIREPLACEGET","x i D n - D' y -1 or D 0","","DICTREPLACEGET`을 사용하되, `i`는 부호 있는 `n`비트 정수를 사용합니다.","","",""
"DICTIREPLACEGETREF","","#F42D","dict_set","F42D","DICTIREPLACEGETREF","c i D n - D' c' -1 or D 0","","`DICTREPLACEGETREF`를 사용하되, `i`는 부호 있는 `n`비트 정수입니다.","","",""
"DICTUREPLACEGET","","#F42E","dict_set","F42E","DICTUREPLACEGET","x i D n - D' y -1 or D 0","","DICTREPLACEGET`을 사용하되, `i`는 부호 없는 `n`비트 정수입니다.","","",""
"DICTUREPLACEGETREF","","#F42F","dict_set","F42F","DICTUREPLACEGETREF","c i D n - D' c' -1 or D 0","","`DICTREPLACEGETREF`를 사용하되 `i`는 부호 없는 `n`비트 정수입니다.","","",""
"DICTADD","","#F432","dict_set","F432","DICTADD","x k D n - D' -1 or D 0","","DICTSET`의 _Add_ 대응: 사전 `D`의 키 `k`와 연관된 값을 `D`에 이미 존재하지 않는 경우에만 `x`로 설정합니다.","","",""
"DICTADDREF","","#F433","dict_set","F433","DICTADDREF","c k D n - D' -1 or D 0","","DICTSETREF`에 대응하는 _Add_입니다.","","",""
"DICTIADD","","#F434","dict_set","F434","DICTIADD","x i D n - D' -1 or D 0","","DICTADD`를 사용하되, `i`는 부호 있는 `n`비트 정수를 사용합니다.","","",""
"DICTIADDREF","","#F435","dict_set","F435","DICTIADDREF","c i D n - D' -1 or D 0","","DICTADDREF`를 사용하되, `i`는 부호 있는 `n`비트 정수입니다.","","",""
"DICTUADD","","#F436","dict_set","F436","DICTUADD","x i D n - D' -1 or D 0","","DICTADD`를 사용하되, `i`는 부호 없는 `n`비트 정수를 사용합니다.","","",""
"DICTUADDREF","","#F437","dict_set","F437","DICTUADDREF","c i D n - D' -1 or D 0","","DICTADDREF`를 사용하되, `i`는 부호 없는 `n`비트 정수입니다.","","",""
"DICTADDGET","","#F43A","dict_set","F43A","DICTADDGET","x k D n - D' -1 or D y 0","","DICTSETGET`의 _Add_ 대응 함수: 사전 `D`의 키 `k`와 연관된 값을 `x`로 설정하지만, 키 `k`가 `D`에 이미 존재하지 않는 경우에만 해당합니다. 그렇지 않으면 사전을 변경하지 않고 이전 값 `y`를 반환합니다.","","",""
"DICTADDGETREF","","#F43B","dict_set","F43B","DICTADDGETREF","c k D n - D' -1 or D c' 0","","DICTSETGETREF`에 대응하는 _Add_입니다.","","",""
"DICTIADDGET","","#F43C","dict_set","F43C","DICTIADDGET","x i D n - D' -1 or D y 0","","`DICTADDGET`을 사용하되, `i`는 부호 있는 `n`비트 정수입니다.","","",""
"DICTIADDGETREF","","#F43D","dict_set","F43D","DICTIADDGETREF","c i D n - D' -1 or D c' 0","","DICTADDGETREF`를 사용하되, `i`는 부호 있는 `n`비트 정수를 사용합니다.","","",""
"DICTUADDGET","","#F43E","dict_set","F43E","DICTUADDGET","x i D n - D' -1 or D y 0","","DICTADDGET`을 사용하되, `i`는 부호 없는 `n`비트 정수를 사용합니다.","","",""
"DICTUADDGETREF","","#F43F","dict_set","F43F","DICTUADDGETREF","c i D n - D' -1 or D c' 0","","`DICTADDGETREF`를 사용하되, `i`는 부호 없는 `n`비트 정수입니다.","","",""
"DICTSETB","","#F441","dict_set_builder","F441","DICTSETB","b k D n - D'","","","","",""
"DICTISETB","","#F442","dict_set_builder","F442","DICTISETB","b i D n - D'","","","","",""
"DICTUSETB","","#F443","dict_set_builder","F443","DICTUSETB","b i D n - D'","","","","",""
"DICTSETGETB","","#F445","dict_set_builder","F445","DICTSETGETB","b k D n - D' y -1 or D' 0","","","","",""
"DICTISETGETB","","#F446","dict_set_builder","F446","DICTISETGETB","b i D n - D' y -1 or D' 0","","","","",""
"DICTUSETGETB","","#F447","dict_set_builder","F447","DICTUSETGETB","b i D n - D' y -1 or D' 0","","","","",""
"DICTREPLACEB","","#F449","dict_set_builder","F449","DICTREPLACEB","b k D n - D' -1 or D 0","","","","",""
"DICTIREPLACEB","","#F44A","dict_set_builder","F44A","DICTIREPLACEB","b i D n - D' -1 or D 0","","","","",""
"DICTUREPLACEB","","#F44B","dict_set_builder","F44B","DICTUREPLACEB","b i D n - D' -1 or D 0","","","","",""
"DICTREPLACEGETB","","#F44D","dict_set_builder","F44D","DICTREPLACEGETB","b k D n - D' y -1 or D 0","","","","",""
"DICTIREPLACEGETB","","#F44E","dict_set_builder","F44E","DICTIREPLACEGETB","b i D n - D' y -1 or D 0","","","","",""
"DICTUREPLACEGETB","","#F44F","dict_set_builder","F44F","DICTUREPLACEGETB","b i D n - D' y -1 or D 0","","","","",""
"DICTADDB","","#F451","dict_set_builder","F451","DICTADDB","b k D n - D' -1 or D 0","","","","",""
"DICTIADDB","","#F452","dict_set_builder","F452","DICTIADDB","b i D n - D' -1 or D 0","","","","",""
"DICTUADDB","","#F453","dict_set_builder","F453","DICTUADDB","b i D n - D' -1 or D 0","","","","",""
"DICTADDGETB","","#F455","dict_set_builder","F455","DICTADDGETB","b k D n - D' -1 or D y 0","","","","",""
"DICTIADDGETB","","#F456","dict_set_builder","F456","DICTIADDGETB","b i D n - D' -1 or D y 0","","","","",""
"DICTUADDGETB","","#F457","dict_set_builder","F457","DICTUADDGETB","b i D n - D' -1 or D y 0","","","","",""
"DICTDEL","","#F459","dict_delete","F459","DICTDEL","k D n - D' -1 or D 0","","슬라이스_ `k`로 표시되는 `n`비트 키를 딕셔너리 `D`에서 삭제합니다. 키가 있으면, 수정된 딕셔너리 `D'`와 성공 플래그 `-1`을 반환합니다. 그렇지 않으면 원래 딕셔너리 `D`와 `0`을 반환합니다.","","",""
"DICTIDEL","","#F45A","dict_delete","F45A","DICTIDEL","i D n - D' ?","","키가 부호 있는 `n` 비트 _Integer_ `i`로 표현되는 `DICTDEL` 버전. i`가 `n`비트에 맞지 않으면 `D` `0`을 반환합니다(""키를 찾을 수 없음, 사전이 수정되지 않음"").","","",""
"DICTUDEL","","#F45B","dict_delete","F45B","DICTUDEL","i D n - D' ?","","DICTIDEL`과 유사하지만 `i`는 부호 없는 `n`비트 정수입니다.","","",""
"DICTDELGET","","#F462","dict_delete","F462","DICTDELGET","k D n - D' x -1 or D 0","","슬라이스_ `k`로 표시되는 `n`비트 키를 딕셔너리 `D`에서 삭제합니다. 키가 있으면, 수정된 딕셔너리 `D'`, 키 `k`와 연관된 원래 값 `x`(_Slice_로 표시됨), 성공 플래그 `-1`을 반환합니다. 그렇지 않으면 원래 딕셔너리 `D`와 `0`을 반환합니다.","","",""
"DICTDELGETREF","","#F463","dict_delete","F463","DICTDELGETREF","k D n - D' c -1 or D 0","","DICTDELGET`과 유사하지만, 성공 시 `LDREF` `ENDS`가 `x`에 적용되므로 반환되는 값은 `c`가 _Cell_이 됩니다.","","",""
"DICTIDELGET","","#F464","dict_delete","F464","DICTIDELGET","i D n - D' x -1 or D 0","","DICTDELGET`을 사용하되, `i`는 부호 있는 `n`비트 정수를 사용합니다.","","",""
"DICTIDELGETREF","","#F465","dict_delete","F465","DICTIDELGETREF","i D n - D' c -1 or D 0","","DICTDELGETREF`를 사용하되, `i`는 부호 있는 `n`비트 정수입니다.","","",""
"DICTUDELGET","","#F466","dict_delete","F466","DICTUDELGET","i D n - D' x -1 or D 0","","DICTDELGET`을 사용하되, `i`는 부호 없는 `n`비트 정수입니다.","","",""
"DICTUDELGETREF","","#F467","dict_delete","F467","DICTUDELGETREF","i D n - D' c -1 or D 0","","DICTDELGETREF`를 사용하되, `i`는 부호 없는 `n`비트 정수를 사용합니다.","","",""
"DICTGETOPTREF","","#F469","dict_mayberef","F469","DICTGETOPTREF","k D n - c^?","","사전 `D`에 키 `k`가 없는 경우 `c^?` 값 대신 _Null_을 반환하는 `DICTGETREF`의 변형입니다.","","",""
"DICTIGETOPTREF","","#F46A","dict_mayberef","F46A","DICTIGETOPTREF","i D n - c^?","","를 반환하지만, `i`는 부호 있는 `n`비트 정수를 반환합니다. 키 `i`가 범위를 벗어나면 _Null_도 반환합니다.","","",""
"DICTUGETOPTREF","","#F46B","dict_mayberef","F46B","DICTUGETOPTREF","i D n - c^?","","를 반환하지만, `i`는 부호 없는 `n`비트 정수를 반환합니다. 키 `i`가 범위를 벗어나면 _Null_도 반환합니다.","","",""
"DICTSETGETOPTREF","","#F46D","dict_mayberef","F46D","DICTSETGETOPTREF","c^? k D n - D' ~c^?","","사전 `D`의 키 `k`에 해당하는 값을 `c^?`로 설정하고(`c^?`가 _Null_이면 키가 대신 삭제됨) 이전 값 `~c^?`를 반환(`k` 키가 이전에 없었다면 대신 _Null_을 반환)하는 `DICTGETOPTREF`와 `DICTSETGETREF의 변형입니다.","","",""
"DICTISETGETOPTREF","","#F46E","dict_mayberef","F46E","DICTISETGETOPTREF","c^? i D n - D' ~c^?","","원시 `DICTSETGETTOPTREF`와 비슷하지만, 부호 있는 `n`비트 _Integer_ `i`를 키로 사용합니다. i`가 `n`비트에 맞지 않으면, 범위 검사 예외를 던집니다.","","",""
"DICTUSETGETOPTREF","","#F46F","dict_mayberef","F46F","DICTUSETGETOPTREF","c^? i D n - D' ~c^?","","원시 `DICTSETGETTOPTREF`와 유사하지만 부호 없는 `n`비트 _Integer_ `i`를 키로 사용합니다.","","",""
"PFXDICTSET","","#F470","dict_prefix","F470","PFXDICTSET","x k D n - D' -1 or D 0","","","","",""
"PFXDICTREPLACE","","#F471","dict_prefix","F471","PFXDICTREPLACE","x k D n - D' -1 or D 0","","","","",""
"PFXDICTADD","","#F472","dict_prefix","F472","PFXDICTADD","x k D n - D' -1 or D 0","","","","",""
"PFXDICTDEL","","#F473","dict_prefix","F473","PFXDICTDEL","k D n - D' -1 or D 0","","","","",""
"DICTGETNEXT","","#F474","dict_next","F474","DICTGETNEXT","k D n - x' k' -1 or 0","","사전 `D`에서 사전적으로 `k`보다 큰 최소 키 `k'`를 계산하고, 연관 값 `x'`(_Slice_로 표시)와 함께 `k'`(_Slice_로도 표시)를 반환합니다.","","",""
"DICTGETNEXTEQ","","#F475","dict_next","F475","DICTGETNEXTEQ","k D n - x' k' -1 or 0","","DICTGETNEXT`와 유사하지만 사전적으로 `k`보다 크거나 같은 최소 키 `k'`를 계산합니다.","","",""
"DICTGETPREV","","#F476","dict_next","F476","DICTGETPREV","k D n - x' k' -1 or 0","","DICTGETNEXT`와 유사하지만 최대 키 `k`를 사전적으로 `k`보다 작게 계산합니다.","","",""
"DICTGETPREVEQ","","#F477","dict_next","F477","DICTGETPREVEQ","k D n - x' k' -1 or 0","","DICTGETPREV`와 유사하지만 사전적으로 `k`보다 작거나 같은 최대 키 `k'를 계산합니다.","","",""
"DICTIGETNEXT","","#F478","dict_next","F478","DICTIGETNEXT","i D n - x' i' -1 or 0","","DICTGETNEXT`와 유사하지만 사전 `D`의 모든 키를 빅 엔디안 부호 `n`비트 정수로 해석하고 _Integer_ `i`보다 큰(반드시 `n`비트에 맞지는 않음) 최소 키 `i'`를 계산합니다.","","",""
"DICTIGETNEXTEQ","","#F479","dict_next","F479","DICTIGETNEXTEQ","i D n - x' i' -1 or 0","","DICTGETNEXTEQ`와 유사하지만 키를 부호화된 `n`비트 정수로 해석합니다.","","",""
"DICTIGETPREV","","#F47A","dict_next","F47A","DICTIGETPREV","i D n - x' i' -1 or 0","","DICTGETPREV`와 유사하지만 키를 부호 있는 `n`비트 정수로 해석합니다.","","",""
"DICTIGETPREVEQ","","#F47B","dict_next","F47B","DICTIGETPREVEQ","i D n - x' i' -1 or 0","","DICTGETPREVEQ`와 유사하지만 키를 부호화된 `n`비트 정수로 해석합니다.","","",""
"DICTUGETNEXT","","#F47C","dict_next","F47C","DICTUGETNEXT","i D n - x' i' -1 or 0","","DICTGETNEXT`와 유사하지만 사전 `D`의 모든 키를 빅 엔디안 부호 없는 `n`비트 정수로 해석하고 _Integer_ `i`보다 큰 최소 키 `i'`를 계산합니다(반드시 `n`비트에 맞지 않을 수 있으며 반드시 음수가 아닐 필요는 없음).","","",""
"DICTUGETNEXTEQ","","#F47D","dict_next","F47D","DICTUGETNEXTEQ","i D n - x' i' -1 or 0","","DICTGETNEXTEQ`와 유사하지만 키를 부호 없는 `n`비트 정수로 해석합니다.","","",""
"DICTUGETPREV","","#F47E","dict_next","F47E","DICTUGETPREV","i D n - x' i' -1 or 0","","DICTGETPREV`와 유사하지만 키를 부호 없는 `n`비트 정수로 해석합니다.","","",""
"DICTUGETPREVEQ","","#F47F","dict_next","F47F","DICTUGETPREVEQ","i D n - x' i' -1 or 0","","DICTGETPREVEQ`와 유사하지만 키를 부호 없는 `n`비트 정수로 해석합니다.","","",""
"DICTMIN","","#F482","dict_min","F482","DICTMIN","D n - x k -1 or 0","","사전 `D`에서 최소 키 `k`(데이터 비트가 `n`인 _Slice_로 표현됨)를 계산하고, 연관된 값 `x`와 함께 `k`를 반환합니다.","","",""
"DICTMINREF","","#F483","dict_min","F483","DICTMINREF","D n - c k -1 or 0","","DICTMIN`과 유사하지만 값의 유일한 참조를 _셀_ `c`로 반환합니다.","","",""
"DICTIMIN","","#F484","dict_min","F484","DICTIMIN","D n - x i -1 or 0","","DICTMIN`과 유사하지만 모든 키가 빅 엔디안 부호 `n` 비트 정수라는 가정 하에 최소 키 `i`를 계산합니다. 반환되는 키와 값은 `DICTMIN` 및 `DICTUMIN`이 계산한 키와 다를 수 있습니다.","","",""
"DICTIMINREF","","#F485","dict_min","F485","DICTIMINREF","D n - c i -1 or 0","","DICTIMIN`과 유사하지만 값의 유일한 참조를 반환합니다.","","",""
"DICTUMIN","","#F486","dict_min","F486","DICTUMIN","D n - x i -1 or 0","","DICTMIN`과 유사하지만 키를 부호 없는 `n`비트 _Integer_ `i`로 반환합니다.","","",""
"DICTUMINREF","","#F487","dict_min","F487","DICTUMINREF","D n - c i -1 or 0","","DICTUMIN`과 유사하지만 값의 유일한 참조를 반환합니다.","","",""
"DICTMAX","","#F48A","dict_min","F48A","DICTMAX","D n - x k -1 or 0","","사전 `D`에서 최대 키 `k`(데이터 비트가 `n`인 _Slice_로 표현됨)를 계산하고, 연관된 값 `x`와 함께 `k`를 반환합니다.","","",""
"DICTMAXREF","","#F48B","dict_min","F48B","DICTMAXREF","D n - c k -1 or 0","","DICTMAX`와 유사하지만 값의 유일한 참조를 반환합니다.","","",""
"DICTIMAX","","#F48C","dict_min","F48C","DICTIMAX","D n - x i -1 or 0","","DICTMAX`와 유사하지만 모든 키가 빅 엔디안 부호 `n`비트 정수라는 가정 하에 최대 키 `i`를 계산합니다. 반환되는 키와 값은 `DICTMAX` 및 `DICTUMAX`에서 계산된 키와 값과 다를 수 있습니다.","","",""
"DICTIMAXREF","","#F48D","dict_min","F48D","DICTIMAXREF","D n - c i -1 or 0","","DICTIMAX`와 유사하지만 값의 유일한 참조를 반환합니다.","","",""
"DICTUMAX","","#F48E","dict_min","F48E","DICTUMAX","D n - x i -1 or 0","","DICTMAX`와 유사하지만 키를 부호 없는 `n`비트 _Integer_ `i`로 반환합니다.","","",""
"DICTUMAXREF","","#F48F","dict_min","F48F","DICTUMAXREF","D n - c i -1 or 0","","DICTUMAX`와 유사하지만 값의 유일한 참조를 반환합니다.","","",""
"DICTREMMIN","","#F492","dict_min","F492","DICTREMMIN","D n - D' x k -1 or D 0","","사전 `D`에서 최소 키 `k`(데이터 비트가 `n`인 _Slice_로 표현됨)를 계산하고, 사전에서 `k`를 제거한 다음, 연관된 값 `x` 및 수정된 사전 `D'`와 함께 `k`를 반환합니다.","","",""
"DICTREMMINREF","","#F493","dict_min","F493","DICTREMMINREF","D n - D' c k -1 or D 0","","DICTREMMIN`과 유사하지만 값의 유일한 참조를 _셀_ `c`로 반환합니다.","","",""
"DICTIREMMIN","","#F494","dict_min","F494","DICTIREMMIN","D n - D' x i -1 or D 0","","DICTREMMIN`과 유사하지만 모든 키가 빅 엔디안 부호 `n` 비트 정수라는 가정 하에 최소 키 `i`를 계산합니다. 반환되는 키와 값은 `DICTREMMIN` 및 `DICTUREMMIN`에서 계산된 것과 다를 수 있습니다.","","",""
"DICTIREMMINREF","","#F495","dict_min","F495","DICTIREMMINREF","D n - D' c i -1 or D 0","","DICTIREMMIN`과 유사하지만 값의 유일한 참조를 반환합니다.","","",""
"DICTUREMMIN","","#F496","dict_min","F496","DICTUREMMIN","D n - D' x i -1 or D 0","","DICTREMMIN`과 유사하지만 키를 부호 없는 `n`비트 _Integer_ `i`로 반환합니다.","","",""
"DICTUREMMINREF","","#F497","dict_min","F497","DICTUREMMINREF","D n - D' c i -1 or D 0","","DICTUREMMIN`과 유사하지만 값의 유일한 참조를 반환합니다.","","",""
"DICTREMMAX","","#F49A","dict_min","F49A","DICTREMMAX","D n - D' x k -1 or D 0","","사전 `D`에서 최대 키 `k`(데이터 비트가 `n`인 _Slice_로 표현됨)를 계산하고, 사전에서 `k`를 제거한 다음, 연관 값 `x` 및 수정된 사전 `D'`와 함께 `k`를 반환합니다.","","",""
"DICTREMMAXREF","","#F49B","dict_min","F49B","DICTREMMAXREF","D n - D' c k -1 or D 0","","DICTREMMAX`와 유사하지만 값의 유일한 참조를 _셀_ `c`로 반환합니다.","","",""
"DICTIREMMAX","","#F49C","dict_min","F49C","DICTIREMMAX","D n - D' x i -1 or D 0","","DICTREMMAX`와 유사하지만 모든 키가 빅 엔디안 부호 `n` 비트 정수라는 가정 하에 최소 키 `i`를 계산합니다. 반환되는 키와 값은 `DICTREMMAX` 및 `DICTUREMMAX`가 계산한 것과 다를 수 있습니다.","","",""
"DICTIREMMAXREF","","#F49D","dict_min","F49D","DICTIREMMAXREF","D n - D' c i -1 or D 0","","DICTIREMMAX`와 유사하지만 값의 유일한 참조를 반환합니다.","","",""
"DICTUREMMAX","","#F49E","dict_min","F49E","DICTUREMMAX","D n - D' x i -1 or D 0","","DICTREMMAX`와 유사하지만 키를 부호 없는 `n`비트 _Integer_ `i`로 반환합니다.","","",""
"DICTUREMMAXREF","","#F49F","dict_min","F49F","DICTUREMMAXREF","D n - D' c i -1 or D 0","","DICTUREMMAX`와 유사하지만 값의 유일한 참조를 반환합니다.","","",""
"DICTIGETJMP","","#F4A0","dict_special","F4A0","DICTIGETJMP","i D n - ","","DICTIGET`과 비슷하지만, 성공 시 `x` `BLESS`가 연속으로 이어지며 그 뒤에 `JMPX`가 붙습니다. 실패하면 아무것도 하지 않습니다. 스위치`/`케이스` 구문을 구현할 때 유용합니다.","","",""
"DICTUGETJMP","","#F4A1","dict_special","F4A1","DICTUGETJMP","i D n - ","","DICTIGETJMP`와 유사하지만 `DICTIGET` 대신 `DICTUGET`을 수행합니다.","","",""
"DICTIGETEXEC","","#F4A2","dict_special","F4A2","DICTIGETEXEC","i D n - ","","DICTIGETJMP`와 비슷하지만 `JMPX` 대신 `EXECUTE`를 사용합니다.","","",""
"DICTUGETEXEC","","#F4A3","dict_special","F4A3","DICTUGETEXEC","i D n - ","","DICTUGETJMP`와 비슷하지만 `JMPX` 대신 `EXECUTE`를 사용합니다.","","",""
"DICTPUSHCONST","","#F4A6_ d:^Cell n:uint10","dict_special","F4A6_n","[ref] [n] DICTPUSHCONST"," - D n","34","비어 있지 않은 상수 사전 `D`(`셀^?`로)를 키 길이 `0 <= n <= 1023`과 함께 인스트럭션의 일부로 저장하여 밀어넣습니다. 사전 자체는 현재 연속의 나머지 참조 중 첫 번째 참조에서 생성됩니다. 이러한 방식으로 완전한 `DICTPUSHCONST` 명령은 먼저 `xF4A4_`를 직렬화한 다음 비어 있지 않은 사전 자체(하나의 `1` 비트와 셀 참조)와 부호 없는 10비트 정수 `n`(마치 `STU 10` 명령처럼)을 직렬화하여 얻을 수 있습니다. 빈 딕셔너리는 대신 `NEWDICT` 프리미티브에 의해 푸시될 수 있습니다.","","",""
"PFXDICTGETQ","","#F4A8","dict_special","F4A8","PFXDICTGETQ","s D n - s' x s'' -1 or s 0","","Cell^?` `D` 및 `0 <= n <= 1023`으로 표현되는 접두사 코드 사전에 존재하는 _Slice_ `s`의 고유 접두사를 조회합니다. 발견되면 `s`의 접두사는 `s'`로, 해당 값(_Slice_이기도 함)은 `x`로 반환됩니다. 나머지 `s`는 _Slice_ `s''`로 반환됩니다. 접두사 코드 사전 `D`에 `s`의 접두사가 키가 없으면 변경되지 않은 `s`와 실패를 나타내는 0 플래그를 반환합니다.","","",""
"PFXDICTGET","","#F4A9","dict_special","F4A9","PFXDICTGET","s D n - s' x s''","","PFXDICTGET`과 유사하지만 실패 시 셀 역직렬화 실패 예외를 던집니다.","","",""
"PFXDICTGETJMP","","#F4AA","dict_special","F4AA","PFXDICTGETJMP","s D n - s' s'' or s","","PFXDICTGETQ`와 유사하지만, 성공하면 `BLESS`는 `x` 값을 _Continuation_에 저장하고 `JMPX`처럼 제어권을 넘깁니다. 실패하면 `s`를 변경되지 않은 상태로 반환하고 실행을 계속합니다.","","",""
"PFXDICTGETEXEC","","#F4AB","dict_special","F4AB","PFXDICTGETEXEC","s D n - s' s''","","PFXDICTGETJMP`와 비슷하지만 `EXEC`는 발견한 연속을 점프하는 대신 실행합니다. 실패하면 셀 역직렬화 예외를 던집니다.","","",""
"PFXDICTCONSTGETJMP","","#F4AE_ d:^Cell n:uint10","dict_special","F4AE_n","[ref] [n] PFXDICTCONSTGETJMP
[ref] [n] PFXDICTSWITCH","s - s' s'' or s","","0 <= n <= 1023`에 대한 `[n] DICTPUSHCONST`를 `PFXDICTGETJMP`와 결합합니다.","","",""
"DICTIGETJMPZ","","#F4BC","dict_special","F4BC","DICTIGETJMPZ","i D n - i or nothing","","실패 시 인덱스 `i`를 반환하는 `DICTIGETJMP`의 변형입니다.","","",""
"DICTUGETJMPZ","","#F4BD","dict_special","F4BD","DICTUGETJMPZ","i D n - i or nothing","","실패 시 인덱스 `i`를 반환하는 `DICTUGETJMP`의 변형입니다.","","",""
"DICTIGETEXECZ","","#F4BE","dict_special","F4BE","DICTIGETEXECZ","i D n - i or nothing","","실패 시 인덱스 `i`를 반환하는 `DICTIGETEXEC`의 변형입니다.","","",""
"DICTUGETEXECZ","","#F4BF","dict_special","F4BF","DICTUGETEXECZ","i D n - i or nothing","","실패 시 인덱스 `i`를 반환하는 `DICTUGETEXEC`의 변형입니다.","","",""
"SUBDICTGET","","#F4B1","dict_sub","F4B1","SUBDICTGET","k l D n - D'","","접두사 `k`로 시작하는 모든 키로 구성된 서브 딕셔너리를 `n` 비트 키를 가진 `해시맵E(n,X)` 타입의 사전 `D`에서 길이 `l`(_Slice_로 표시되며, 첫 번째 `0 <= l <= n <= 1023` 데이터 비트가 키로 사용됨)로 구축합니다. 성공하면, 같은 타입의 새로운 하위 딕셔너리 `HashmapE(n,X)`를 _Slice_ `D'`로 반환합니다.","","",""
"SUBDICTIGET","","#F4B2","dict_sub","F4B2","SUBDICTIGET","x l D n - D'","","접두사가 부호 있는 빅 엔디안 `l` 비트 _Integer_ `x`로 표시되는 `SUBDICTGET`의 변형으로, 반드시 `l <= 257`이어야 합니다.","","",""
"SUBDICTUGET","","#F4B3","dict_sub","F4B3","SUBDICTUGET","x l D n - D'","","접두사가 부호 없는 빅 엔디안 `l` 비트 _Integer_ `x`로 표시되는 `SUBDICTGET`의 변형으로, 반드시 `l <= 256`이어야 합니다.","","",""
"SUBDICTRPGET","","#F4B5","dict_sub","F4B5","SUBDICTRPGET","k l D n - D'","","서브딕트겟`과 유사하지만 새 딕셔너리 `D'`의 모든 키에서 공통 접두사 `k`를 제거하여 `해시맵E(n-l,X)` 유형이 됩니다.","","",""
"SUBDICTIRPGET","","#F4B6","dict_sub","F4B6","SUBDICTIRPGET","x l D n - D'","","접두사가 부호 있는 빅 엔디안 `l` 비트 _Integer_ `x`로 표시되는 `SUBDICTRPGET`의 변형으로, 반드시 `l <= 257`이어야 합니다.","","",""
"SUBDICTURPGET","","#F4B7","dict_sub","F4B7","SUBDICTURPGET","x l D n - D'","","접두사가 부호 없는 빅 엔디안 `l` 비트 _Integer_ `x`로 표시되는 `SUBDICTRPGET`의 변형으로, 여기서 반드시 `l <= 256`이어야 합니다.","","",""
"ACCEPT","","#F800","app_gas","F800","ACCEPT","-","26","현재 가스 한도 `g_l`을 최대 허용값 `g_m`으로 설정하고 가스 크레딧 `g_c`을 0으로 재설정하여 이 과정에서 `g_r`의 값을 `g_c`만큼 감소시킵니다.
즉, 현재 스마트 콘트랙트는 현재 트랜잭션을 완료하기 위해 일부 가스를 구매하기로 동의합니다. 이 작업은 자체적으로 가치가 없는(따라서 가스가 없는) 외부 메시지를 처리하는 데 필요합니다.","","",""
